,Date,Game_Index,Team,GameYear
3267,2009-12-11,3,NJN,09
3268,2009-12-11,4,LAL,09
3269,2009-12-11,4,MIN,09
3270,2009-12-11,5,MEM,09
3271,2009-12-11,5,OKC,09
3272,2009-12-11,6,MIA,09
3273,2009-12-11,6,DAL,09
3274,2009-12-11,7,NOH,09
3275,2009-12-11,7,NYK,09
3276,2009-12-11,8,PHI,09
3277,2009-12-11,8,HOU,09
3278,2009-12-11,9,PHO,09
3279,2009-12-11,9,ORL,09
3280,2009-12-11,10,SAS,09
3281,2009-12-11,10,CHA,09
3282,2009-12-11,11,TOR,09
3283,2009-12-11,11,ATL,09
3284,2009-12-12,1,CHI,09
3285,2009-12-12,1,BOS,09
3286,2009-12-12,2,DAL,09
3287,2009-12-12,2,CHA,09
3288,2009-12-12,3,DEN,09
3289,2009-12-12,3,PHO,09
3290,2009-12-12,4,DET,09
3291,2009-12-12,4,GSW,09
3292,2009-12-12,5,MIL,09
3293,2009-12-12,5,POR,09
3294,2009-12-12,6,SAC,09
3295,2009-12-12,6,MIN,09
3296,2009-12-12,7,UTA,09
3297,2009-12-12,7,LAL,09
3298,2009-12-12,8,WAS,09
3299,2009-12-12,8,IND,09
3300,2009-12-13,1,ATL,09
3301,2009-12-13,1,NJN,09
3302,2009-12-13,2,LAC,09
3303,2009-12-13,2,SAS,09
3304,2009-12-13,3,MIA,09
3305,2009-12-13,3,MEM,09
3306,2009-12-13,4,OKC,09
3307,2009-12-13,4,CLE,09
3308,2009-12-13,5,TOR,09
3309,2009-12-13,5,HOU,09
3310,2009-12-14,1,DAL,09
3311,2009-12-14,1,NOH,09
3312,2009-12-14,2,DEN,09
3313,2009-12-14,2,OKC,09
3314,2009-12-14,3,LAC,09
3315,2009-12-14,3,WAS,09
3316,2009-12-14,4,MEM,09
3317,2009-12-14,4,BOS,09
3318,2009-12-14,5,ORL,09
3319,2009-12-14,5,IND,09
3320,2009-12-14,6,PHI,09
3321,2009-12-14,6,GSW,09
3322,2009-12-14,7,UTA,09
3323,2009-12-14,7,MIN,09
3324,2009-12-15,1,CHA,09
3325,2009-12-15,1,NYK,09
3326,2009-12-15,2,CHI,09
3327,2009-12-15,2,LAL,09
3328,2009-12-15,3,CLE,09
3329,2009-12-15,3,NJN,09
3330,2009-12-15,4,HOU,09
3331,2009-12-15,4,DET,09
3332,2009-12-15,5,MIA,09
3333,2009-12-15,5,TOR,09
3334,2009-12-15,6,PHO,09
3335,2009-12-15,6,SAS,09
3336,2009-12-15,7,POR,09
3337,2009-12-15,7,SAC,09
3338,2009-12-16,1,ATL,09
3339,2009-12-16,1,MEM,09
3340,2009-12-16,2,DEN,09
3341,2009-12-16,2,HOU,09
3342,2009-12-16,3,GSW,09
3343,2009-12-16,3,SAS,09
3344,2009-12-16,4,IND,09
3345,2009-12-16,4,CHA,09
3346,2009-12-16,5,MIL,09
3347,2009-12-16,5,LAL,09
3348,2009-12-16,6,MIN,09
3349,2009-12-16,6,LAC,09
3350,2009-12-16,7,NJN,09
3351,2009-12-16,7,UTA,09
3352,2009-12-16,8,NOH,09
3353,2009-12-16,8,DET,09
3354,2009-12-16,9,OKC,09
3355,2009-12-16,9,DAL,09
3356,2009-12-16,10,ORL,09
3357,2009-12-16,10,TOR,09
3358,2009-12-16,11,PHI,09
3359,2009-12-16,11,CLE,09
3360,2009-12-16,12,SAC,09
3361,2009-12-16,12,WAS,09
3362,2009-12-17,1,CHI,09
3363,2009-12-17,1,NYK,09
3364,2009-12-17,2,MIA,09
3365,2009-12-17,2,ORL,09
3366,2009-12-17,3,POR,09
3367,2009-12-17,3,PHO,09
3368,2009-12-18,1,ATL,09
3369,2009-12-18,1,UTA,09
3370,2009-12-18,2,BOS,09
3371,2009-12-18,2,PHI,09
3372,2009-12-18,3,CLE,09
3373,2009-12-18,3,MIL,09
3374,2009-12-18,4,DAL,09
3375,2009-12-18,4,HOU,09
3376,2009-12-18,5,GSW,09
3377,2009-12-18,5,WAS,09
3378,2009-12-18,6,MEM,09
3379,2009-12-18,6,IND,09
3380,2009-12-18,7,MIN,09
3381,2009-12-18,7,SAC,09
3382,2009-12-18,8,NOH,09
3383,2009-12-18,8,DEN,09
3384,2009-12-18,9,NYK,09
3385,2009-12-18,9,LAC,09
3386,2009-12-18,10,OKC,09
3387,2009-12-18,10,DET,09
3388,2009-12-18,11,TOR,09
3389,2009-12-18,11,NJN,09
3390,2009-12-19,1,CHA,09
3391,2009-12-19,1,UTA,09
3392,2009-12-19,2,CHI,09
3393,2009-12-19,2,ATL,09
3394,2009-12-19,3,HOU,09
3395,2009-12-19,3,OKC,09
3396,2009-12-19,4,MIL,09
3397,2009-12-19,4,SAC,09
3398,2009-12-19,5,NJN,09
3399,2009-12-19,5,LAL,09
3400,2009-12-19,6,ORL,09
3401,2009-12-19,6,POR,09
3402,2009-12-19,7,PHI,09
3403,2009-12-19,7,LAC,09
3404,2009-12-19,8,PHO,09
3405,2009-12-19,8,WAS,09
3406,2009-12-19,9,SAS,09
3407,2009-12-19,9,IND,09
3408,2009-12-20,1,BOS,09
3409,2009-12-20,1,MIN,09
3410,2009-12-20,2,DAL,09
3411,2009-12-20,2,CLE,09
3412,2009-12-20,3,DET,09
3413,2009-12-20,3,LAL,09
3414,2009-12-20,4,MEM,09
3415,2009-12-20,4,DEN,09
3416,2009-12-20,5,MIA,09
3417,2009-12-20,5,POR,09
3418,2009-12-20,6,NYK,09
3419,2009-12-20,6,CHA,09
3420,2009-12-20,7,TOR,09
3421,2009-12-20,7,NOH,09
3422,2009-12-21,1,CHI,09
3423,2009-12-21,1,SAC,09
3424,2009-12-21,2,IND,09
3425,2009-12-21,2,MIL,09
3426,2009-12-21,3,ORL,09
3427,2009-12-21,3,UTA,09
3428,2009-12-21,4,PHO,09
3429,2009-12-21,4,CLE,09
3430,2009-12-21,5,SAS,09
3431,2009-12-21,5,LAC,09
3432,2009-12-22,1,BOS,09
3433,2009-12-22,1,IND,09
3434,2009-12-22,2,CHA,09
3435,2009-12-22,2,DET,09
3436,2009-12-22,3,DAL,09
3437,2009-12-22,3,POR,09
3438,2009-12-22,4,HOU,09
3439,2009-12-22,4,LAC,09
3440,2009-12-22,5,LAL,09
3441,2009-12-22,5,OKC,09
3442,2009-12-22,6,MEM,09
3443,2009-12-22,6,GSW,09
3444,2009-12-22,7,MIN,09
3445,2009-12-22,7,ATL,09
3446,2009-12-22,8,NYK,09
3447,2009-12-22,8,CHI,09
3448,2009-12-22,9,WAS,09
3449,2009-12-22,9,PHI,09
3450,2009-12-23,1,DEN,09
3451,2009-12-23,1,ATL,09
3452,2009-12-23,2,DET,09
3453,2009-12-23,2,TOR,09
3454,2009-12-23,3,MIA,09
3455,2009-12-23,3,UTA,09
3456,2009-12-23,4,MIL,09
3457,2009-12-23,4,WAS,09
3458,2009-12-23,5,NJN,09
3459,2009-12-23,5,MIN,09
3460,2009-12-23,6,NOH,09
3461,2009-12-23,6,GSW,09
3462,2009-12-23,7,ORL,09
3463,2009-12-23,7,HOU,09
3464,2009-12-23,8,PHO,09
3465,2009-12-23,8,OKC,09
3466,2009-12-23,9,SAC,09
3467,2009-12-23,9,CLE,09
3468,2009-12-23,10,SAS,09
3469,2009-12-23,10,POR,09
3470,2009-12-25,1,LAL,09
3471,2009-12-25,1,CLE,09
3472,2009-12-25,2,NYK,09
3473,2009-12-25,2,MIA,09
3474,2009-12-25,3,ORL,09
3475,2009-12-25,3,BOS,09
3476,2009-12-25,4,PHO,09
3477,2009-12-25,4,LAC,09
3478,2009-12-25,5,POR,09
3479,2009-12-25,5,DEN,09
3480,2009-12-26,1,CHI,09
3481,2009-12-26,1,NOH,09
3482,2009-12-26,2,DAL,09
3483,2009-12-26,2,MEM,09
3484,2009-12-26,3,GSW,09
3485,2009-12-26,3,PHO,09
3486,2009-12-26,4,IND,09
3487,2009-12-26,4,ATL,09
3488,2009-12-26,5,MIL,09
3489,2009-12-26,5,SAS,09
3490,2009-12-26,6,MIN,09
3491,2009-12-26,6,WAS,09
3492,2009-12-26,7,NJN,09
3493,2009-12-26,7,HOU,09
3494,2009-12-26,8,OKC,09
3495,2009-12-26,8,CHA,09
3496,2009-12-26,9,SAC,09
3497,2009-12-26,9,LAL,09
3498,2009-12-26,10,UTA,09
3499,2009-12-26,10,PHI,09
3500,2009-12-27,1,CLE,09
3501,2009-12-27,1,HOU,09
3502,2009-12-27,2,DEN,09
3503,2009-12-27,2,DAL,09
3504,2009-12-27,3,LAC,09
3505,2009-12-27,3,BOS,09
3506,2009-12-27,4,MIA,09
3507,2009-12-27,4,IND,09
3508,2009-12-27,5,NYK,09
3509,2009-12-27,5,SAS,09
3510,2009-12-27,6,TOR,09
3511,2009-12-27,6,DET,09
3512,2009-12-28,1,CHA,09
3513,2009-12-28,1,MIL,09
3514,2009-12-28,2,GSW,09
3515,2009-12-28,2,BOS,09
3516,2009-12-28,3,MEM,09
3517,2009-12-28,3,WAS,09
3518,2009-12-28,4,NJN,09
3519,2009-12-28,4,OKC,09
3520,2009-12-28,5,PHO,09
3521,2009-12-28,5,LAL,09
3522,2009-12-28,6,POR,09
3523,2009-12-28,6,PHI,09
3524,2009-12-28,7,SAC,09
3525,2009-12-28,7,DEN,09
3526,2009-12-29,1,ATL,09
3527,2009-12-29,1,CLE,09
3528,2009-12-29,2,CHI,09
3529,2009-12-29,2,IND,09
3530,2009-12-29,3,DET,09
3531,2009-12-29,3,NYK,09
3532,2009-12-29,4,HOU,09
3533,2009-12-29,4,NOH,09
3534,2009-12-29,5,LAL,09
3535,2009-12-29,5,GSW,09
3536,2009-12-29,6,SAS,09
3537,2009-12-29,6,MIN,09
3538,2009-12-29,7,WAS,09
3539,2009-12-29,7,OKC,09
3540,2009-12-30,1,CLE,09
3541,2009-12-30,1,ATL,09
3542,2009-12-30,2,IND,09
3543,2009-12-30,2,MEM,09
3544,2009-12-30,3,MIN,09
3545,2009-12-30,3,UTA,09
3546,2009-12-30,4,NJN,09
3547,2009-12-30,4,NYK,09
3548,2009-12-30,5,NOH,09
3549,2009-12-30,5,MIA,09
3550,2009-12-30,6,ORL,09
3551,2009-12-30,6,MIL,09
3552,2009-12-30,7,PHO,09
3553,2009-12-30,7,BOS,09
3554,2009-12-30,8,POR,09
3555,2009-12-30,8,LAC,09
3556,2009-12-30,9,SAC,09
3557,2009-12-30,9,PHI,09
3558,2009-12-30,10,TOR,09
3559,2009-12-30,10,CHA,09
3560,2009-12-31,1,DET,09
3561,2009-12-31,1,CHI,09
3562,2009-12-31,2,HOU,09
3563,2009-12-31,2,DAL,09
3564,2009-12-31,3,LAC,09
3565,2009-12-31,3,PHI,09
3566,2009-12-31,4,OKC,09
3567,2009-12-31,4,UTA,09
3568,2009-12-31,5,SAS,09
3569,2009-12-31,5,MIA,09
3570,2010-01-01,1,ATL,9
3571,2010-01-01,1,NYK,9
3572,2010-01-01,2,LAL,9
3573,2010-01-01,2,SAC,9
3574,2010-01-01,3,MIN,9
3575,2010-01-01,3,ORL,9
3576,2010-01-02,1,BOS,9
3577,2010-01-02,1,TOR,9
3578,2010-01-02,2,CHI,9
3579,2010-01-02,2,ORL,9
3580,2010-01-02,3,IND,9
3581,2010-01-02,3,MIN,9
3582,2010-01-02,4,MIA,9
3583,2010-01-02,4,CHA,9
3584,2010-01-02,5,MIL,9
3585,2010-01-02,5,OKC,9
3586,2010-01-02,6,NJN,9
3587,2010-01-02,6,CLE,9
3588,2010-01-02,7,NOH,9
3589,2010-01-02,7,HOU,9
3590,2010-01-02,8,PHO,9
3591,2010-01-02,8,MEM,9
3592,2010-01-02,9,POR,9
3593,2010-01-02,9,GSW,9
3594,2010-01-02,10,SAC,9
3595,2010-01-02,10,DAL,9
3596,2010-01-02,11,UTA,9
3597,2010-01-02,11,DEN,9
3598,2010-01-02,12,WAS,9
3599,2010-01-02,12,SAS,9
3600,2010-01-03,1,CLE,9
3601,2010-01-03,1,CHA,9
3602,2010-01-03,2,DEN,9
3603,2010-01-03,2,PHI,9
3604,2010-01-03,3,LAL,9
3605,2010-01-03,3,DAL,9
3606,2010-01-03,4,NYK,9
3607,2010-01-03,4,IND,9
3608,2010-01-03,5,TOR,9
3609,2010-01-03,5,SAS,9
3610,2010-01-04,1,CHI,9
3611,2010-01-04,1,OKC,9
3612,2010-01-04,2,LAC,9
3613,2010-01-04,2,POR,9
3614,2010-01-04,3,MIA,9
3615,2010-01-04,3,ATL,9
3616,2010-01-04,4,UTA,9
3617,2010-01-04,4,NOH,9
3618,2010-01-05,1,CHA,9
3619,2010-01-05,1,CHI,9
3620,2010-01-05,2,DAL,9
3621,2010-01-05,2,DET,9
3622,2010-01-05,3,DEN,9
3623,2010-01-05,3,GSW,9
3624,2010-01-05,4,IND,9
3625,2010-01-05,4,ORL,9
3626,2010-01-05,5,LAL,9
3627,2010-01-05,5,HOU,9
3628,2010-01-05,6,NJN,9
3629,2010-01-05,6,MIL,9
3630,2010-01-05,7,PHI,9
3631,2010-01-05,7,WAS,9
3632,2010-01-05,8,POR,9
3633,2010-01-05,8,MEM,9
3634,2010-01-05,9,SAC,9
3635,2010-01-05,9,PHO,9
3636,2010-01-06,1,ATL,9
3637,2010-01-06,1,NJN,9
3638,2010-01-06,2,CLE,9
3639,2010-01-06,2,WAS,9
3640,2010-01-06,3,LAC,9
3641,2010-01-06,3,LAL,9
3642,2010-01-06,4,MIA,9
3643,2010-01-06,4,BOS,9
3644,2010-01-06,5,MIN,9
3645,2010-01-06,5,GSW,9
3646,2010-01-06,6,OKC,9
3647,2010-01-06,6,NOH,9
3648,2010-01-06,7,ORL,9
3649,2010-01-06,7,TOR,9
3650,2010-01-06,8,PHO,9
3651,2010-01-06,8,HOU,9
3652,2010-01-06,9,SAS,9
3653,2010-01-06,9,DET,9
3654,2010-01-06,10,UTA,9
3655,2010-01-06,10,MEM,9
3656,2010-01-07,1,NYK,9
3657,2010-01-07,1,CHA,9
3658,2010-01-08,1,ATL,9
3659,2010-01-08,1,BOS,9
3660,2010-01-08,2,DEN,9
3661,2010-01-08,2,CLE,9
3662,2010-01-08,3,GSW,9
3663,2010-01-08,3,SAC,9
3664,2010-01-08,4,MEM,9
3665,2010-01-08,4,UTA,9
3666,2010-01-08,5,MIL,9
3667,2010-01-08,5,CHI,9
3668,2010-01-08,6,MIN,9
3669,2010-01-08,6,IND,9
3670,2010-01-08,7,NOH,9
3671,2010-01-08,7,NJN,9
3672,2010-01-08,8,PHI,9
3673,2010-01-08,8,TOR,9
3674,2010-01-08,9,PHO,9
3675,2010-01-08,9,MIA,9
3676,2010-01-08,10,POR,9
3677,2010-01-08,10,LAL,9
3678,2010-01-08,11,SAS,9
3679,2010-01-08,11,DAL,9
3680,2010-01-08,12,WAS,9
3681,2010-01-08,12,ORL,9
3682,2010-01-09,1,CHA,9
3683,2010-01-09,1,MEM,9
3684,2010-01-09,2,CHI,9
3685,2010-01-09,2,MIN,9
3686,2010-01-09,3,DAL,9
3687,2010-01-09,3,UTA,9
3688,2010-01-09,4,DET,9
3689,2010-01-09,4,PHI,9
3690,2010-01-09,5,HOU,9
3691,2010-01-09,5,NYK,9
3692,2010-01-09,6,OKC,9
3693,2010-01-09,6,IND,9
3694,2010-01-09,7,ORL,9
3695,2010-01-09,7,ATL,9
3696,2010-01-09,8,SAC,9
3697,2010-01-09,8,DEN,9
3698,2010-01-10,1,LAC,9
3699,2010-01-10,1,MIA,9
3700,2010-01-10,2,LAL,9
3701,2010-01-10,2,MIL,9
3702,2010-01-10,3,POR,9
3703,2010-01-10,3,CLE,9
3704,2010-01-10,4,SAS,9
3705,2010-01-10,4,NJN,9
3706,2010-01-10,5,TOR,9
3707,2010-01-10,5,BOS,9
3708,2010-01-10,6,WAS,9
3709,2010-01-10,6,NOH,9
3710,2010-01-11,1,BOS,9
3711,2010-01-11,1,ATL,9
3712,2010-01-11,2,CHI,9
3713,2010-01-11,2,DET,9
3714,2010-01-11,3,DEN,9
3715,2010-01-11,3,MIN,9
3716,2010-01-11,4,GSW,9
3717,2010-01-11,4,CLE,9
3718,2010-01-11,5,IND,9
3719,2010-01-11,5,TOR,9
3720,2010-01-11,6,OKC,9
3721,2010-01-11,6,NYK,9
3722,2010-01-11,7,PHI,9
3723,2010-01-11,7,NOH,9
3724,2010-01-11,8,PHO,9
3725,2010-01-11,8,MIL,9
3726,2010-01-11,9,UTA,9
3727,2010-01-11,9,MIA,9
3728,2010-01-12,1,CHA,9
3729,2010-01-12,1,HOU,9
3730,2010-01-12,2,MEM,9
3731,2010-01-12,2,LAC,9
3732,2010-01-12,3,SAC,9
3733,2010-01-12,3,ORL,9
3734,2010-01-12,4,SAS,9
3735,2010-01-12,4,LAL,9
3736,2010-01-12,5,WAS,9
3737,2010-01-12,5,DET,9
3738,2010-01-13,1,ATL,9
3739,2010-01-13,1,WAS,9
3740,2010-01-13,2,DAL,9
3741,2010-01-13,2,LAL,9
3742,2010-01-13,3,DEN,9
3743,2010-01-13,3,ORL,9
3744,2010-01-13,4,GSW,9
3745,2010-01-13,4,MIA,9
3746,2010-01-13,5,HOU,9
3747,2010-01-13,5,MIN,9
3748,2010-01-13,6,IND,9
3749,2010-01-13,6,PHO,9
3750,2010-01-13,7,NJN,9
3751,2010-01-13,7,BOS,9
3752,2010-01-13,8,NOH,9
3753,2010-01-13,8,LAC,9
3754,2010-01-13,9,OKC,9
3755,2010-01-13,9,SAS,9
3756,2010-01-13,10,PHI,9
3757,2010-01-13,10,NYK,9
3758,2010-01-13,11,POR,9
3759,2010-01-13,11,MIL,9
3760,2010-01-14,1,BOS,9
3761,2010-01-14,1,CHI,9
3762,2010-01-14,2,UTA,9
3763,2010-01-14,2,CLE,9
3764,2010-01-15,1,ATL,9
3765,2010-01-15,1,PHO,9
3766,2010-01-15,2,CHA,9
3767,2010-01-15,2,SAS,9
3768,2010-01-15,3,CHI,9
3769,2010-01-15,3,WAS,9
3770,2010-01-15,4,DAL,9
3771,2010-01-15,4,OKC,9
3772,2010-01-15,5,DET,9
3773,2010-01-15,5,NOH,9
3774,2010-01-15,6,GSW,9
3775,2010-01-15,6,MIL,9
3776,2010-01-15,7,HOU,9
3777,2010-01-15,7,MIA,9
3778,2010-01-15,8,LAL,9
3779,2010-01-15,8,LAC,9
3780,2010-01-15,9,MEM,9
3781,2010-01-15,9,MIN,9
3782,2010-01-15,10,NJN,9
3783,2010-01-15,10,IND,9
3784,2010-01-15,11,NYK,9
3785,2010-01-15,11,TOR,9
3786,2010-01-15,12,PHI,9
3787,2010-01-15,12,SAC,9
3788,2010-01-15,13,POR,9
3789,2010-01-15,13,ORL,9
3790,2010-01-16,1,CHA,9
3791,2010-01-16,1,PHO,9
3792,2010-01-16,2,DET,9
3793,2010-01-16,2,NYK,9
3794,2010-01-16,3,IND,9
3795,2010-01-16,3,NOH,9
3796,2010-01-16,4,LAC,9
3797,2010-01-16,4,CLE,9
3798,2010-01-16,5,MEM,9
3799,2010-01-16,5,SAS,9
3800,2010-01-16,6,OKC,9
3801,2010-01-16,6,MIA,9
3802,2010-01-16,7,UTA,9
3803,2010-01-16,7,MIL,9
3804,2010-01-16,8,WAS,9
3805,2010-01-16,8,SAC,9
3806,2010-01-17,1,DEN,9
3807,2010-01-17,1,UTA,9
3808,2010-01-17,2,TOR,9
3809,2010-01-17,2,DAL,9
3810,2010-01-18,1,ATL,9
3811,2010-01-18,1,OKC,9
3812,2010-01-18,2,BOS,9
3813,2010-01-18,2,DAL,9
3814,2010-01-18,3,CHA,9
3815,2010-01-18,3,SAC,9
3816,2010-01-18,4,GSW,9
3817,2010-01-18,4,CHI,9
3818,2010-01-18,5,HOU,9
3819,2010-01-18,5,MIL,9
3820,2010-01-18,6,LAC,9
3821,2010-01-18,6,NJN,9
3822,2010-01-18,7,LAL,9
3823,2010-01-18,7,ORL,9
3824,2010-01-18,8,MEM,9
3825,2010-01-18,8,PHO,9
3826,2010-01-18,9,MIN,9
3827,2010-01-18,9,PHI,9
3828,2010-01-18,10,NOH,9
3829,2010-01-18,10,SAS,9
3830,2010-01-18,11,NYK,9
3831,2010-01-18,11,DET,9
3832,2010-01-18,12,WAS,9
3833,2010-01-18,12,POR,9
3834,2010-01-19,1,CLE,9
3835,2010-01-19,1,TOR,9
3836,2010-01-19,2,MIA,9
3837,2010-01-19,2,IND,9
3838,2010-01-20,1,ATL,9
3839,2010-01-20,1,SAC,9
3840,2010-01-20,2,CHA,9
3841,2010-01-20,2,MIA,9
3842,2010-01-20,3,DET,9
3843,2010-01-20,3,BOS,9
3844,2010-01-20,4,GSW,9
3845,2010-01-20,4,DEN,9
3846,2010-01-20,5,LAC,9
3847,2010-01-20,5,CHI,9
3848,2010-01-20,6,MIL,9
3849,2010-01-20,6,TOR,9
3850,2010-01-20,7,MIN,9
3851,2010-01-20,7,OKC,9
3852,2010-01-20,8,NOH,9
3853,2010-01-20,8,MEM,9
3854,2010-01-20,9,ORL,9
3855,2010-01-20,9,IND,9
3856,2010-01-20,10,PHI,9
3857,2010-01-20,10,POR,9
3858,2010-01-20,11,PHO,9
3859,2010-01-20,11,NJN,9
3860,2010-01-20,12,SAS,9
3861,2010-01-20,12,UTA,9
3862,2010-01-20,13,WAS,9
3863,2010-01-20,13,DAL,9
3864,2010-01-21,1,CLE,9
3865,2010-01-21,1,LAL,9
3866,2010-01-21,2,DEN,9
3867,2010-01-21,2,LAC,9
3868,2010-01-22,1,ATL,9
3869,2010-01-22,1,CHA,9
3870,2010-01-22,2,BOS,9
3871,2010-01-22,2,POR,9
3872,2010-01-22,3,DET,9
3873,2010-01-22,3,IND,9
3874,2010-01-22,4,GSW,9
3875,2010-01-22,4,NJN,9
3876,2010-01-22,5,MEM,9
3877,2010-01-22,5,OKC,9
3878,2010-01-22,6,MIN,9
3879,2010-01-22,6,NOH,9
3880,2010-01-22,7,NYK,9
3881,2010-01-22,7,LAL,9
3882,2010-01-22,8,ORL,9
3883,2010-01-22,8,SAC,9
3884,2010-01-22,9,PHI,9
3885,2010-01-22,9,DAL,9
3886,2010-01-22,10,PHO,9
3887,2010-01-22,10,CHI,9
3888,2010-01-22,11,SAS,9
3889,2010-01-22,11,HOU,9
3890,2010-01-22,12,TOR,9
3891,2010-01-22,12,MIL,9
3892,2010-01-22,13,WAS,9
3893,2010-01-22,13,MIA,9
3894,2010-01-23,1,CHA,9
3895,2010-01-23,1,ORL,9
3896,2010-01-23,2,CLE,9
3897,2010-01-23,2,OKC,9
3898,2010-01-23,3,DEN,9
3899,2010-01-23,3,NOH,9
3900,2010-01-23,4,DET,9
3901,2010-01-23,4,POR,9
3902,2010-01-23,5,HOU,9
3903,2010-01-23,5,CHI,9
3904,2010-01-23,6,IND,9
3905,2010-01-23,6,PHI,9
3906,2010-01-23,7,MIA,9
3907,2010-01-23,7,SAC,9
3908,2010-01-23,8,MIL,9
3909,2010-01-23,8,MIN,9
3910,2010-01-23,9,PHO,9
3911,2010-01-23,9,GSW,9
3912,2010-01-23,10,UTA,9
3913,2010-01-23,10,NJN,9
3914,2010-01-24,1,NYK,9
3915,2010-01-24,1,DAL,9
3916,2010-01-24,2,TOR,9
3917,2010-01-24,2,LAL,9
3918,2010-01-24,3,WAS,9
3919,2010-01-24,3,LAC,9
3920,2010-01-25,1,BOS,9
3921,2010-01-25,1,LAC,9
3922,2010-01-25,2,DEN,9
3923,2010-01-25,2,CHA,9
3924,2010-01-25,3,HOU,9
3925,2010-01-25,3,ATL,9
3926,2010-01-25,4,MEM,9
3927,2010-01-25,4,ORL,9
3928,2010-01-25,5,MIA,9
3929,2010-01-25,5,CLE,9
3930,2010-01-25,6,PHI,9
3931,2010-01-25,6,IND,9
3932,2010-01-25,7,POR,9
3933,2010-01-25,7,NOH,9
3934,2010-01-25,8,SAS,9
3935,2010-01-25,8,CHI,9
3936,2010-01-25,9,UTA,9
3937,2010-01-25,9,PHO,9
3938,2010-01-26,1,DAL,9
3939,2010-01-26,1,MIL,9
3940,2010-01-26,2,NYK,9
3941,2010-01-26,2,MIN,9
3942,2010-01-26,3,PHO,9
3943,2010-01-26,3,CHA,9
3944,2010-01-26,4,SAC,9
3945,2010-01-26,4,GSW,9
3946,2010-01-26,5,WAS,9
3947,2010-01-26,5,LAL,9
3948,2010-01-27,1,CLE,9
3949,2010-01-27,1,MIN,9
3950,2010-01-27,2,DET,9
3951,2010-01-27,2,MEM,9
3952,2010-01-27,3,GSW,9
3953,2010-01-27,3,NOH,9
3954,2010-01-27,4,HOU,9
3955,2010-01-27,4,DEN,9
3956,2010-01-27,5,IND,9
3957,2010-01-27,5,LAL,9
3958,2010-01-27,6,MIL,9
3959,2010-01-27,6,PHI,9
3960,2010-01-27,7,NJN,9
3961,2010-01-27,7,LAC,9
3962,2010-01-27,8,OKC,9
3963,2010-01-27,8,CHI,9
3964,2010-01-27,9,POR,9
3965,2010-01-27,9,UTA,9
3966,2010-01-27,10,SAS,9
3967,2010-01-27,10,ATL,9
3968,2010-01-27,11,TOR,9
3969,2010-01-27,11,MIA,9
3970,2010-01-28,1,NYK,9
3971,2010-01-28,1,TOR,9
3972,2010-01-28,2,ORL,9
3973,2010-01-28,2,BOS,9
3974,2010-01-28,3,PHO,9
3975,2010-01-28,3,DAL,9
3976,2010-01-29,1,ATL,9
3977,2010-01-29,1,BOS,9
3978,2010-01-29,2,DET,9
3979,2010-01-29,2,MIA,9
3980,2010-01-29,3,GSW,9
3981,2010-01-29,3,CHA,9
3982,2010-01-29,4,HOU,9
3983,2010-01-29,4,POR,9
3984,2010-01-29,5,IND,9
3985,2010-01-29,5,CLE,9
3986,2010-01-29,6,MIN,9
3987,2010-01-29,6,LAC,9
3988,2010-01-29,7,NJN,9
3989,2010-01-29,7,WAS,9
3990,2010-01-29,8,NOH,9
3991,2010-01-29,8,CHI,9
3992,2010-01-29,9,OKC,9
3993,2010-01-29,9,DEN,9
3994,2010-01-29,10,PHI,9
3995,2010-01-29,10,LAL,9
3996,2010-01-29,11,SAS,9
3997,2010-01-29,11,MEM,9
3998,2010-01-29,12,UTA,9
3999,2010-01-29,12,SAC,9
4000,2010-01-30,1,DAL,9
4001,2010-01-30,1,POR,9
4002,2010-01-30,2,MEM,9
4003,2010-01-30,2,NOH,9
4004,2010-01-30,3,MIL,9
4005,2010-01-30,3,MIA,9
4006,2010-01-30,4,ORL,9
4007,2010-01-30,4,ATL,9
4008,2010-01-30,5,SAC,9
4009,2010-01-30,5,CHA,9
4010,2010-01-30,6,WAS,9
4011,2010-01-30,6,NYK,9
4012,2010-01-31,1,BOS,9
4013,2010-01-31,1,LAL,9
4014,2010-01-31,2,CLE,9
4015,2010-01-31,2,LAC,9
4016,2010-01-31,3,DET,9
4017,2010-01-31,3,ORL,9
4018,2010-01-31,4,HOU,9
4019,2010-01-31,4,PHO,9
4020,2010-01-31,5,MIN,9
4021,2010-01-31,5,NYK,9
4022,2010-01-31,6,NJN,9
4023,2010-01-31,6,PHI,9
4024,2010-01-31,7,OKC,9
4025,2010-01-31,7,GSW,9
4026,2010-01-31,8,SAS,9
4027,2010-01-31,8,DEN,9
4028,2010-01-31,9,TOR,9
4029,2010-01-31,9,IND,9
4030,2010-02-01,1,DEN,9
4031,2010-02-01,1,SAC,9
4032,2010-02-01,2,MEM,9
4033,2010-02-01,2,LAL,9
4034,2010-02-01,3,MIA,9
4035,2010-02-01,3,MIL,9
4036,2010-02-01,4,NOH,9
4037,2010-02-01,4,PHO,9
4038,2010-02-01,5,POR,9
4039,2010-02-01,5,CHA,9
4040,2010-02-01,6,UTA,9
4041,2010-02-01,6,DAL,9
4042,2010-02-01,7,WAS,9
4043,2010-02-01,7,BOS,9
4044,2010-02-02,1,CHI,9
4045,2010-02-02,1,LAC,9
4046,2010-02-02,2,CLE,9
4047,2010-02-02,2,MEM,9
